date,station,city,state_id,lat,lon,station_type,pm25,pm10,no2,so2,co,o3,aqi,temp,humidity,wind_speed
2023-01-16,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,57.5,90.6,33.753317798996605,2.7,0.81,20.7,96,14.4,48.7,3.6
2023-01-16,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,83.7,143.1,33.8,26.487026525875116,1.18,20.4,179,18.4,48.1,4.1
2023-01-16,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,90.7,144.7,49.07621007605751,4.2,1.14,24.1,202,14.7,51.0,4.9
2023-01-16,Guwahati Railway,Guwahati,as,26.19,91.75,urban,197.0,396.3,92.37842457699239,15.2,2.26,5.7,359,13.3,56.6,7.4
2023-01-16,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,183.0,322.8,90.37162463005407,16.0,1.89,16.6,348,10.8,49.2,5.6
2023-01-16,Shimla Ridge,Shimla,hp,31.1,77.17,residential,142.2,276.9,48.3,9.3,1.84,28.4,317,5.3,47.0,3.8
2023-01-16,Ernakulam South,Kochi,kl,9.98,76.3,urban,84.2,128.7,29.495183054369818,7.1,0.79,29.2,181,19.5,56.0,6.0
2023-01-16,Panaji Altinho,Panaji,ga,15.49,73.83,urban,44.7,82.8,12.757505488990539,5.2,0.44,29.3,74,16.3,52.0,5.4
2023-01-17,ITO,New Delhi,dl,28.63,77.24,urban,173.9,314.9,67.15252504703682,15.5,2.12,19.6,341,10.4,57.9,2.6
2023-01-17,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,257.6,555.3,92.7,33.71089756048654,3.36,9.3,406,8.4,54.1,3.8
2023-01-17,RK Puram,New Delhi,dl,28.56,77.17,residential,140.3,304.5,52.8,9.2,1.83,32.8,316,11.8,49.5,4.5
2023-01-17,Lucknow Central,Lucknow,up,26.85,80.95,urban,225.7,359.5,89.25829497345171,17.0,2.65,12.8,381,9.0,59.1,4.8
2023-01-17,Noida Sec-62,Noida,up,28.63,77.37,urban,153.7,334.9,72.66488558498472,2.6,1.74,16.6,326,11.7,47.8,4.1
2023-01-17,Patna Airport,Patna,br,25.59,85.09,urban,166.2,250.5,64.99257659566071,14.0,1.99,18.7,336,11.7,58.6,2.1
2023-01-17,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,112.5,180.9,40.3129726797803,9.7,1.51,30.6,275,12.3,49.0,4.9
2023-01-17,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,75.9,125.9,20.891173818114606,7.3,1.07,28.4,153,18.2,61.1,3.2
2023-01-17,Pune IITM,Pune,mh,18.54,73.81,suburban,28.0,58.1,3.6,1.0,0.64,28.6,47,17.6,55.6,3.5
2023-01-17,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,86.9,160.9,55.195353334858005,9.1,0.92,30.8,190,13.4,67.5,6.1
2023-01-17,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,148.7,270.9,72.54593690502226,11.9,1.47,18.4,322,10.3,48.4,6.2
2023-01-17,Amritsar RSPCB,Amritsar,pb,31.63,74.87,urban,202.7,438.8,83.72231272266922,17.3,2.09,23.3,364,8.3,59.1,5.4
2023-01-17,Jaipur Adarsh Nagar,Jaipur,rj,26.92,75.79,urban,176.4,376.6,64.85533209199741,17.9,2.43,29.8,343,7.5,52.2,4.0
2023-01-17,Bhopal TT Nagar,Bhopal,mp,23.24,77.41,urban,84.4,165.9,43.72337344020828,5.2,0.76,35.5,181,14.8,59.2,5.7
2023-01-17,Ranchi HEC,Ranchi,jh,23.36,85.33,industrial,109.2,199.3,53.8,15.666495386680648,1.43,21.2,264,15.5,55.5,5.8
2023-01-17,Raipur IGSV,Raipur,ct,21.24,81.63,urban,97.0,180.8,42.00318137924117,7.1,1.26,26.5,223,13.0,53.5,5.8
2023-01-17,Bengaluru Silk Board,Bengaluru,ka,12.92,77.62,traffic,49.5,90.7,35.654959378425474,4.7,0.64,25.8,82,19.3,47.9,3.5
2023-01-17,Chennai Alandur,Chennai,tn,13.0,80.21,urban,55.6,101.7,45.22898684728165,2.7,0.45,40.7,93,18.2,50.8,5.2
2023-01-17,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,50.5,82.3,33.102159020788484,1.9,0.64,33.7,84,20.4,45.2,2.0
2023-01-17,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,60.5,119.4,5.1,13.853343620366383,0.74,34.2,102,18.1,57.5,8.0
2023-01-17,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,86.8,132.3,25.658697282981116,3.8,0.76,25.4,189,14.6,47.5,6.4
2023-01-17,Guwahati Railway,Guwahati,as,26.19,91.75,urban,123.7,206.2,66.50970199042175,10.6,1.28,23.4,303,9.7,54.1,7.9
2023-01-17,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,249.6,457.4,97.92908434311882,14.7,2.87,20.5,400,14.5,55.6,5.4
2023-01-17,Shimla Ridge,Shimla,hp,31.1,77.17,residential,164.2,272.3,57.9,17.8,2.17,36.7,334,6.8,53.3,5.0
2023-01-17,Ernakulam South,Kochi,kl,9.98,76.3,urban,64.0,111.7,36.0566662017749,4.0,0.61,14.2,113,18.3,49.4,9.5
2023-01-17,Panaji Altinho,Panaji,ga,15.49,73.83,urban,31.7,53.7,26.464216484906068,1.2,0.44,30.9,53,19.3,51.8,4.8
2023-01-18,ITO,New Delhi,dl,28.63,77.24,urban,164.9,284.7,52.75241170463826,12.3,1.79,22.0,335,12.6,48.5,6.7
2023-01-18,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,223.2,337.6,90.2,33.774560430104714,2.58,12.0,379,9.9,53.9,5.2
2023-01-18,RK Puram,New Delhi,dl,28.56,77.17,residential,149.8,264.2,52.2,10.0,1.64,11.9,323,11.9,48.9,3.7
2023-01-18,Lucknow Central,Lucknow,up,26.85,80.95,urban,212.8,387.4,83.65791033690958,13.9,2.39,19.4,371,10.5,47.9,5.0
2023-01-18,Noida Sec-62,Noida,up,28.63,77.37,urban,167.7,358.9,59.63164369614935,8.9,2.05,31.3,337,13.4,67.4,4.4
2023-01-18,Patna Airport,Patna,br,25.59,85.09,urban,187.9,276.5,73.32451572348646,14.6,1.75,29.1,352,13.7,54.4,3.3
2023-01-18,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,112.2,221.1,50.79232392117123,8.7,1.14,39.7,274,13.0,52.8,5.5
2023-01-18,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,68.6,134.3,32.631605319540284,6.0,0.88,45.8,129,15.4,50.2,3.8
2023-01-18,Pune IITM,Pune,mh,18.54,73.81,suburban,56.6,117.3,24.0,3.4,1.07,37.8,94,16.0,56.1,7.4
2023-01-18,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,113.2,231.1,61.849185137510986,10.9,0.98,20.7,277,14.4,60.2,8.7
2023-01-18,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,215.5,473.5,79.0018500839173,15.9,2.48,16.7,373,8.0,47.8,2.4
2023-01-18,Amritsar RSPCB,Amritsar,pb,31.63,74.87,urban,206.0,351.5,97.2242785306617,13.6,2.43,9.4,366,7.2,59.3,8.2
2023-01-18,Jaipur Adarsh Nagar,Jaipur,rj,26.92,75.79,urban,248.0,430.7,80.22876310913793,26.3,3.09,5.0,398,7.9,42.9,6.9
2023-01-18,Bhopal TT Nagar,Bhopal,mp,23.24,77.41,urban,99.4,166.3,50.4115376368991,8.7,0.86,24.9,231,10.9,54.6,6.7
2023-01-18,Ranchi HEC,Ranchi,jh,23.36,85.33,industrial,115.3,207.5,27.0,16.63907284777608,1.39,27.7,284,14.0,52.4,6.3
2023-01-18,Raipur IGSV,Raipur,ct,21.24,81.63,urban,103.4,217.1,38.00488959248252,5.2,1.0,41.2,245,17.2,58.1,7.1
2023-01-18,Bengaluru Silk Board,Bengaluru,ka,12.92,77.62,traffic,73.7,166.3,25.833357388866588,1.0,0.98,21.7,146,15.2,52.2,7.1
2023-01-18,Chennai Alandur,Chennai,tn,13.0,80.21,urban,66.2,110.8,38.571059502839105,3.3,0.92,48.1,121,20.5,52.6,7.1
2023-01-18,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,27.6,54.6,24.438726003515136,2.5,0.2,22.8,46,13.0,52.6,4.1
2023-01-18,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,96.8,144.9,39.6,24.62893723531333,1.39,26.0,223,15.0,49.7,0.9
2023-01-18,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,74.4,154.8,39.940491536838366,7.0,0.55,28.5,148,15.0,61.9,4.0
2023-01-18,Guwahati Railway,Guwahati,as,26.19,91.75,urban,162.2,343.6,75.20614798480233,7.9,1.57,26.9,332,13.4,55.1,4.8
2023-01-18,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,155.7,299.3,65.34163675164686,14.1,2.16,30.5,327,8.3,51.8,5.7
2023-01-18,Shimla Ridge,Shimla,hp,31.1,77.17,residential,131.1,201.0,57.8,7.6,1.45,33.0,309,10.6,50.9,7.3
2023-01-18,Ernakulam South,Kochi,kl,9.98,76.3,urban,55.5,123.6,32.97778531916529,5.9,0.69,35.4,92,17.4,45.8,5.8
2023-01-18,Panaji Altinho,Panaji,ga,15.49,73.83,urban,57.9,109.1,25.715904722280406,2.7,0.51,35.5,96,17.1,52.3,4.0
2023-01-19,ITO,New Delhi,dl,28.63,77.24,urban,197.7,326.9,67.4068938788289,11.2,2.17,28.3,360,12.3,53.8,3.7
2023-01-19,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,252.5,524.9,87.0,27.25967010452485,3.52,25.0,402,13.7,55.0,1.7
2023-01-19,RK Puram,New Delhi,dl,28.56,77.17,residential,143.7,218.3,56.7,10.2,1.48,7.3,318,12.6,55.0,5.2
2023-01-19,Lucknow Central,Lucknow,up,26.85,80.95,urban,201.8,413.8,76.56349578553616,16.7,2.5,8.6,363,8.3,44.9,6.8
2023-01-19,Noida Sec-62,Noida,up,28.63,77.37,urban,184.9,285.5,66.32031324500247,18.6,2.11,26.2,350,11.1,40.5,5.0
2023-01-19,Patna Airport,Patna,br,25.59,85.09,urban,152.6,259.8,59.77507822711792,10.9,1.81,14.5,325,14.9,49.4,4.7
2023-01-19,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,87.3,144.6,55.75243754415077,10.3,1.0,29.8,191,16.5,59.7,5.8
2023-01-19,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,61.3,105.1,14.233174826534174,4.5,0.28,43.2,104,18.7,50.3,5.1
2023-01-19,Pune IITM,Pune,mh,18.54,73.81,suburban,46.2,85.1,20.9,2.5,0.4,36.2,77,14.1,59.4,6.9
2023-01-19,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,100.9,153.4,50.90488843887039,12.3,1.57,18.3,236,14.2,58.0,7.4
2023-01-19,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,131.6,210.9,60.49651719634266,14.4,1.87,18.3,309,10.1,47.0,8.5
2023-01-19,Amritsar RSPCB,Amritsar,pb,31.63,74.87,urban,149.6,283.5,63.90135841911701,12.8,1.73,27.8,323,7.5,59.5,4.9
2023-01-19,Jaipur Adarsh Nagar,Jaipur,rj,26.92,75.79,urban,196.4,389.3,70.97295947330063,10.2,2.15,16.1,359,11.1,52.3,4.9
2023-01-19,Bhopal TT Nagar,Bhopal,mp,23.24,77.41,urban,100.2,178.2,43.311217262917765,2.7,1.25,32.0,234,11.5,53.1,7.6
2023-01-19,Ranchi HEC,Ranchi,jh,23.36,85.33,industrial,159.3,346.9,60.7,21.797829513924988,1.84,18.8,330,16.4,58.0,2.4
2023-01-19,Raipur IGSV,Raipur,ct,21.24,81.63,urban,114.7,235.0,47.19858712789057,6.9,1.54,16.4,282,11.6,62.3,6.8
2023-01-19,Bengaluru Silk Board,Bengaluru,ka,12.92,77.62,traffic,64.2,110.3,52.12435106450538,6.6,0.43,40.0,114,20.7,52.6,4.3
2023-01-19,Chennai Alandur,Chennai,tn,13.0,80.21,urban,70.0,151.4,40.59133450395423,4.4,0.93,26.2,133,18.4,51.9,3.7
2023-01-19,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,64.6,84.6,36.001193853551996,7.2,0.74,30.2,115,15.0,50.4,6.3
2023-01-19,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,61.2,85.5,29.0,15.498252887420689,0.72,28.2,104,14.1,50.9,7.7
2023-01-19,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,89.5,184.9,44.21903213292204,6.0,1.1,33.2,198,14.0,55.1,4.7
2023-01-19,Guwahati Railway,Guwahati,as,26.19,91.75,urban,198.0,360.1,73.672761972449,13.7,2.89,15.0,360,11.8,49.7,6.8
2023-01-19,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,174.4,255.5,71.27448711988482,12.1,1.93,13.5,342,12.4,49.7,7.4
2023-01-19,Shimla Ridge,Shimla,hp,31.1,77.17,residential,135.7,237.4,51.5,11.3,1.51,25.2,312,11.9,61.2,4.4
2023-01-19,Ernakulam South,Kochi,kl,9.98,76.3,urban,69.6,128.5,52.218121723481765,3.8,1.36,32.1,132,17.5,51.3,4.0
2023-01-19,Panaji Altinho,Panaji,ga,15.49,73.83,urban,58.5,99.4,31.744965830829393,3.9,0.68,28.7,98,19.1,48.4,6.8
2023-01-20,ITO,New Delhi,dl,28.63,77.24,urban,208.1,439.7,84.55383886603929,14.1,2.54,29.1,368,10.9,56.9,4.7
2023-01-20,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,230.8,389.8,73.0,27.652315149347764,2.72,26.6,385,9.6,49.4,2.0
2023-01-20,RK Puram,New Delhi,dl,28.56,77.17,residential,169.4,310.0,66.9,15.3,1.85,23.5,338,11.2,48.3,2.9
2023-01-20,Lucknow Central,Lucknow,up,26.85,80.95,urban,220.0,363.1,87.85458081938799,17.0,2.56,9.7,377,11.6,49.6,7.5
2023-01-20,Noida Sec-62,Noida,up,28.63,77.37,urban,234.8,402.4,103.49629967109207,17.1,2.93,5.0,388,15.2,54.0,4.4
2023-01-20,Patna Airport,Patna,br,25.59,85.09,urban,179.5,395.2,69.65672785103327,17.5,2.12,23.9,346,11.7,50.6,4.6
2023-01-20,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,109.4,230.9,52.60095298220805,8.8,1.23,10.6,265,16.2,47.0,6.3
2023-01-20,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,37.6,58.7,30.938669265105247,8.4,0.55,35.5,63,14.1,47.2,4.2
2023-01-20,Pune IITM,Pune,mh,18.54,73.81,suburban,42.7,77.9,10.8,1.0,0.56,44.6,71,14.5,44.8,5.2
2023-01-20,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,100.2,164.4,47.455655735862216,4.6,1.08,34.7,234,11.5,44.8,5.5
2023-01-20,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,219.3,409.6,78.38510393993087,14.9,3.0,21.0,376,10.6,51.7,7.1
2023-01-20,Amritsar RSPCB,Amritsar,pb,31.63,74.87,urban,206.9,326.1,79.03866493059806,16.7,2.36,28.7,367,11.2,42.7,3.9
2023-01-20,Jaipur Adarsh Nagar,Jaipur,rj,26.92,75.79,urban,197.9,321.7,63.95833409834059,10.9,2.2,31.8,360,11.8,48.4,6.6
2023-01-20,Bhopal TT Nagar,Bhopal,mp,23.24,77.41,urban,91.8,138.0,43.684167849652965,10.6,0.94,33.0,206,11.4,46.2,4.5
2023-01-20,Ranchi HEC,Ranchi,jh,23.36,85.33,industrial,121.1,222.4,49.2,20.815734658468564,1.35,17.0,301,16.2,57.6,3.3
2023-01-20,Raipur IGSV,Raipur,ct,21.24,81.63,urban,89.8,185.7,41.3235784775551,8.2,0.99,29.5,199,15.5,53.8,5.6
2023-01-20,Bengaluru Silk Board,Bengaluru,ka,12.92,77.62,traffic,41.9,62.6,6.825169408049508,7.5,0.73,36.5,70,18.6,55.2,6.0
2023-01-20,Chennai Alandur,Chennai,tn,13.0,80.21,urban,78.1,158.8,16.754011865526664,7.8,0.86,34.2,160,19.3,59.2,1.1
2023-01-20,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,64.8,91.0,30.018225221701655,3.9,0.74,31.1,116,16.3,53.1,6.3
2023-01-20,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,82.5,153.2,28.3,19.477560907208584,1.22,25.7,175,18.2,40.8,6.9
2023-01-20,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,109.0,186.5,49.92845478664408,10.3,1.3,29.7,263,15.7,53.0,1.9
2023-01-20,Guwahati Railway,Guwahati,as,26.19,91.75,urban,184.5,309.8,79.9038950842749,11.6,2.72,7.8,350,12.9,50.0,8.8
2023-01-20,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,198.0,403.0,77.89297283387079,19.3,2.37,24.7,360,11.3,51.3,4.3
2023-01-20,Shimla Ridge,Shimla,hp,31.1,77.17,residential,182.1,350.1,74.6,15.7,2.18,26.1,348,9.3,39.8,1.6
2023-01-20,Ernakulam South,Kochi,kl,9.98,76.3,urban,84.1,165.1,52.71918623996153,6.0,1.36,20.5,180,18.5,45.7,5.4
2023-01-20,Panaji Altinho,Panaji,ga,15.49,73.83,urban,49.0,79.8,20.806898603539274,1.0,0.59,37.5,82,18.1,54.2,5.2
2023-01-21,ITO,New Delhi,dl,28.63,77.24,urban,144.4,245.1,57.619667615237276,12.5,1.78,24.3,319,7.4,53.0,3.7
2023-01-21,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,222.2,352.1,91.0,16.015985231899585,2.52,5.0,379,12.6,48.9,6.2
2023-01-21,RK Puram,New Delhi,dl,28.56,77.17,residential,153.0,208.9,48.0,10.7,2.13,22.8,325,10.9,50.9,2.7
2023-01-21,Lucknow Central,Lucknow,up,26.85,80.95,urban,227.0,435.1,79.65911055224058,20.3,2.54,10.3,382,13.1,58.9,4.5
2023-01-21,Noida Sec-62,Noida,up,28.63,77.37,urban,169.5,282.3,73.16934151995257,10.7,2.3,36.1,338,11.5,50.9,5.8
2023-01-21,Patna Airport,Patna,br,25.59,85.09,urban,185.2,309.3,71.18082824886586,9.3,1.98,26.3,350,13.0,51.6,5.3
2023-01-21,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,95.5,189.9,33.96618885251897,6.3,0.89,39.0,218,13.6,47.1,6.7
2023-01-21,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,54.6,102.9,39.84903900529351,2.2,0.89,23.9,91,17.2,42.4,5.1
2023-01-21,Pune IITM,Pune,mh,18.54,73.81,suburban,31.3,56.9,13.4,5.5,0.37,39.4,52,19.1,60.2,7.1
2023-01-21,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,111.9,164.5,37.597391586550806,10.2,1.06,25.5,273,17.0,46.4,6.0
2023-01-21,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,206.8,384.8,83.10600850886826,21.2,2.52,23.3,367,7.7,55.1,10.0
2023-01-21,Amritsar RSPCB,Amritsar,pb,31.63,74.87,urban,181.3,383.0,73.89119165143637,11.0,2.28,12.5,347,7.5,50.3,5.9
2023-01-21,Jaipur Adarsh Nagar,Jaipur,rj,26.92,75.79,urban,222.8,361.4,94.00214380555882,19.7,2.73,5.0,379,13.6,49.8,3.8
2023-01-21,Bhopal TT Nagar,Bhopal,mp,23.24,77.41,urban,77.9,117.5,46.17228824127768,2.5,0.99,17.0,160,14.6,55.0,5.3
2023-01-21,Ranchi HEC,Ranchi,jh,23.36,85.33,industrial,139.7,283.7,44.7,25.658419655429853,1.26,43.8,315,13.9,58.0,6.4
2023-01-21,Raipur IGSV,Raipur,ct,21.24,81.63,urban,106.1,178.3,51.90306292451136,13.0,1.16,28.4,254,15.2,51.0,0.4
2023-01-21,Bengaluru Silk Board,Bengaluru,ka,12.92,77.62,traffic,34.9,78.8,23.54564862327641,2.9,0.52,36.9,58,17.0,47.8,4.0
2023-01-21,Chennai Alandur,Chennai,tn,13.0,80.21,urban,49.9,88.7,36.09923475940133,1.9,0.66,22.8,83,17.4,43.5,8.5
2023-01-21,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,58.1,123.1,30.969722913571562,1.5,0.94,32.9,97,16.0,58.8,4.4
2023-01-21,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,76.1,160.6,13.5,14.392685016911408,1.17,44.7,154,15.7,53.1,4.1
2023-01-21,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,105.2,184.2,47.27992854400923,8.4,1.35,29.9,251,13.6,54.7,9.1
2023-01-21,Guwahati Railway,Guwahati,as,26.19,91.75,urban,215.1,453.0,72.53881681219016,20.9,2.3,28.1,373,11.2,43.9,7.0
2023-01-21,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,165.6,344.0,56.963345139203014,10.8,2.2,29.4,335,6.9,51.0,5.1
2023-01-21,Shimla Ridge,Shimla,hp,31.1,77.17,residential,194.2,370.5,63.8,12.1,2.49,21.0,357,10.3,55.4,7.0
2023-01-21,Ernakulam South,Kochi,kl,9.98,76.3,urban,76.7,158.6,29.826422949091956,4.7,1.13,31.9,156,18.6,48.5,1.5
2023-01-21,Panaji Altinho,Panaji,ga,15.49,73.83,urban,53.4,96.7,48.0475715484231,5.9,0.55,44.2,89,15.9,47.9,2.8
2023-01-22,ITO,New Delhi,dl,28.63,77.24,urban,233.5,363.0,86.11034911111027,16.6,2.87,22.2,387,11.8,54.2,4.7
2023-01-22,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,234.0,492.7,85.3,29.1054416526893,3.02,25.0,388,8.1,50.4,7.3
2023-01-22,RK Puram,New Delhi,dl,28.56,77.17,residential,201.7,383.3,70.4,14.8,2.23,16.7,363,11.4,50.8,6.5
2023-01-22,Lucknow Central,Lucknow,up,26.85,80.95,urban,141.1,237.0,46.40320242262494,13.1,1.82,23.4,316,8.8,50.0,1.9
2023-01-22,Noida Sec-62,Noida,up,28.63,77.37,urban,183.7,275.4,74.2484143965641,23.2,1.84,38.7,349,8.8,45.0,3.1
2023-01-22,Patna Airport,Patna,br,25.59,85.09,urban,210.8,398.0,90.10901213081466,20.6,2.48,9.1,370,11.5,40.3,4.9
2023-01-22,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,98.9,160.9,39.96842056164664,9.4,1.22,40.1,230,11.1,51.7,0.4
2023-01-22,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,66.5,126.0,25.130103158636047,7.4,0.69,47.6,122,15.4,57.5,8.2
2023-01-22,Pune IITM,Pune,mh,18.54,73.81,suburban,20.5,31.7,11.8,3.9,0.28,35.7,34,13.7,63.3,4.9
2023-01-22,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,112.1,214.7,53.55838350949913,10.0,1.27,38.9,274,15.8,53.1,6.1
2023-01-22,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,172.1,357.9,69.51627354652626,9.9,2.02,18.0,340,10.1,52.7,2.0
2023-01-22,Amritsar RSPCB,Amritsar,pb,31.63,74.87,urban,194.5,376.2,71.70338497826073,21.0,2.22,21.9,357,9.9,55.4,2.4
2023-01-22,Jaipur Adarsh Nagar,Jaipur,rj,26.92,75.79,urban,140.0,275.8,61.3617275701735,13.7,1.63,21.7,315,8.4,58.1,4.3
2023-01-22,Bhopal TT Nagar,Bhopal,mp,23.24,77.41,urban,99.4,189.6,42.90724089049967,10.8,1.13,24.7,231,14.2,61.6,4.1
2023-01-22,Ranchi HEC,Ranchi,jh,23.36,85.33,industrial,167.1,256.5,52.0,19.606019841026267,1.71,17.5,336,13.5,53.3,3.4
2023-01-22,Raipur IGSV,Raipur,ct,21.24,81.63,urban,88.5,174.0,32.49623035829085,9.6,0.91,24.1,195,13.6,52.2,1.4
2023-01-22,Bengaluru Silk Board,Bengaluru,ka,12.92,77.62,traffic,46.8,85.9,27.83524875614345,4.5,0.86,38.5,78,20.5,47.6,3.2
2023-01-22,Chennai Alandur,Chennai,tn,13.0,80.21,urban,60.7,126.2,28.17789748343184,9.6,0.51,26.5,102,18.3,53.7,5.2
2023-01-22,Hyderabad Zoo Park,Hyderabad,tg,17.35,78.45,urban,62.8,115.4,39.284782103659566,5.0,0.91,38.0,109,17.6,57.4,6.9
2023-01-22,Visakhapatnam GVM,Visakhapatnam,ap,17.72,83.3,industrial,81.7,148.9,36.8,14.94998148660021,1.23,25.2,172,13.8,50.6,10.2
2023-01-22,Bhubaneswar IIEST,Bhubaneswar,or,20.3,85.82,urban,99.1,153.3,37.51615794847971,10.8,1.34,34.3,230,15.0,54.5,7.0
2023-01-22,Guwahati Railway,Guwahati,as,26.19,91.75,urban,159.2,341.3,61.38499374487493,15.5,1.88,17.5,330,9.3,48.5,6.0
2023-01-22,Dehradun ISBT,Dehradun,ut,30.32,78.03,urban,195.3,304.1,84.09012030264849,16.7,2.62,11.3,358,8.2,45.6,2.5
2023-01-22,Shimla Ridge,Shimla,hp,31.1,77.17,residential,175.3,309.4,61.6,14.9,2.2,17.1,343,4.6,42.1,5.7
2023-01-22,Ernakulam South,Kochi,kl,9.98,76.3,urban,45.7,85.6,18.878742809792126,1.0,0.32,51.3,76,19.6,51.3,2.3
2023-01-22,Panaji Altinho,Panaji,ga,15.49,73.83,urban,43.7,71.6,27.314952931946586,1.1,0.2,20.8,73,17.6,46.7,4.6
2023-01-23,ITO,New Delhi,dl,28.63,77.24,urban,190.5,397.9,81.14788800349062,17.8,2.22,16.8,354,10.3,50.7,6.3
2023-01-23,Anand Vihar,New Delhi,dl,28.65,77.32,industrial,241.0,383.6,80.4,26.269581364726072,2.66,22.1,393,11.9,48.5,0.1
2023-01-23,RK Puram,New Delhi,dl,28.56,77.17,residential,167.4,335.3,44.8,15.7,1.78,25.6,336,14.0,50.2,4.1
2023-01-23,Lucknow Central,Lucknow,up,26.85,80.95,urban,211.9,300.0,95.03651893397561,17.2,2.6,29.6,371,12.1,49.7,5.9
2023-01-23,Noida Sec-62,Noida,up,28.63,77.37,urban,200.2,290.3,84.57562921544093,17.6,2.5,16.0,362,12.6,50.6,5.5
2023-01-23,Patna Airport,Patna,br,25.59,85.09,urban,200.5,302.7,72.89485890151128,14.2,1.97,11.7,362,13.1,52.8,4.2
2023-01-23,Kolkata Victoria Mem,Kolkata,wb,22.54,88.34,urban,119.7,251.3,42.51969437206579,12.9,1.61,41.1,299,10.6,53.8,6.4
2023-01-23,Bandra Mumbai,Mumbai,mh,19.06,72.84,urban,45.1,95.4,30.84607525312608,7.4,0.84,24.8,75,16.3,51.9,3.5
2023-01-23,Pune IITM,Pune,mh,18.54,73.81,suburban,38.2,73.1,17.3,3.1,0.27,34.2,64,14.8,51.6,2.9
2023-01-23,Ahmedabad CEPT,Ahmedabad,gj,23.04,72.55,urban,113.8,192.3,58.123904794168126,9.9,1.18,28.7,279,13.7,60.5,5.2
2023-01-23,Chandigarh Sec-25,Chandigarh,hr,30.74,76.79,urban,199.6,332.7,74.91468328485387,16.2,2.1,8.4,361,6.3,58.1,6.0
2023-01-23,Amritsar RSPCB,Amritsar,pb,31.63,74.87,urban,171.9,310.7,79.70870657420087,11.3,2.01,17.0,340,4.9,55.5,5.1
2023-01-23,Jaipur Adarsh Nagar,Jaipur,rj,26.92,75.79,urban,135.2,261.8,59.54425291004476,11.9,1.34,18.4,312,7.6,52.5,3.0
